"product","total_quantity_sold","total_orders","profit_margin","turnover_ratio"
"Maxell LTO Ultrium - 800 GB","41","8","0.14407216494845360825","5.125"
"Avery Reinforcements for Hole-Punch Pages","41","8","-0.56597222222222222222","5.125"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","36","7","0.15294117647058823529","5.142857142857143"
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","36","7","0.22545454545454545455","5.142857142857143"
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","31","6","0.31111111111111111111","5.166666666666667"
"Bulldog Vacuum Base Pencil Sharpener","31","6","0.18007246376811594203","5.166666666666667"
"Advantus Rolling Drawer Organizers","31","6","0.20896551724137931034","5.166666666666667"
"Acme Box Cutter Scissors","31","6","0.23533333333333333333","5.166666666666667"
"Acco 6 Outlet Guardian Premium Plus Surge Suppressor","31","6","-0.39303797468354430380","5.166666666666667"
"Hoover Upright Vacuum With Dirt Cup","31","6","0.06737288135593220339","5.166666666666667"
"Avery Metallic Poly Binders","31","6","0.31983122362869198312","5.166666666666667"
"Iceberg Nesting Folding Chair, 19w x 6d x 43h","31","6","0.15970695970695970696","5.166666666666667"
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","26","5","0.01836734693877551020","5.2"
"Maxell 74 Minute CDR, 10/Pack","26","5","0.31176470588235294118","5.2"
"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","26","5","0.19920000000000000000","5.2"
"Cisco SPA525G2 IP Phone - Wireless","26","5","0.10093457943925233645","5.2"
"Southworth 25% Cotton Antique Laid Paper & Envelopes","26","5","0.40416666666666666667","5.2"
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","26","5","0.06636363636363636364","5.2"
"Sanford Colorific Colored Pencils, 12/Box","26","5","0.28346456692913385827","5.2"
"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","52","10","0.17533039647577092511","5.2"
"BPI Conference Tables","26","5","-0.35504885993485342020","5.2"
"DAX Cubicle Frames - 8x10","26","5","0.16513761467889908257","5.2"
"Xerox 1968","26","5","0.45483870967741935484","5.2"
"Fluorescent Highlighters by Dixon","26","5","0.24736842105263157895","5.2"
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","47","9","0.26163141993957703927","5.222222222222222"
"Xerox 216","42","8","0.40652173913043478261","5.25"
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","42","8","-0.09846153846153846154","5.25"
"GBC Recycled VeloBinder Covers","42","8","0.20699300699300699301","5.25"
"Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","21","4","0.30700000000000000000","5.25"
"ShoreTel ShorePhone IP 230 VoIP phone","21","4","0.14534883720930232558","5.25"
"ACCOHIDE Binder by Acco","21","4","0.29556962025316455696","5.25"
"Executive Impressions Supervisor Wall Clock","21","4","0.30679611650485436893","5.25"
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","21","4","0.17555555555555555556","5.25"
"Xerox 1935","21","4","0.44411764705882352941","5.25"
"Trimflex Flexible Post Binders","21","4","0.32592592592592592593","5.25"
"Motorola Droid Maxx","21","4","0.13103448275862068966","5.25"
"Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with","21","4","0.10365853658536585366","5.25"
"Xerox 1883","37","7","0.40179640718562874251","5.285714285714286"
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","37","7","0.42116564417177914110","5.285714285714286"
"O'Sullivan 4-Shelf Bookcase in Odessa Pine","37","7","-0.35584988962472406181","5.285714285714286"
"Belkin 7 Outlet SurgeMaster II","16","3","0.28000000000000000000","5.333333333333333"
"Sauder Barrister Bookcases","16","3","-0.39055793991416309013","5.333333333333333"
"Gear Head AU3700S Headset","16","3","-0.06301369863013698630","5.333333333333333"
"Imation Bio 2GB USB Flash Drive Imation Corp","16","3","0.42000000000000000000","5.333333333333333"
"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","16","3","-0.02068965517241379310","5.333333333333333"
"Cardinal Holdit Data Disk Pockets","16","3","0.38550724637681159420","5.333333333333333"
"GBC Ibimaster 500 Manual ProClick Binding System","48","9","0.04000000000000000000","5.333333333333333"
"Motorola L703CM","32","6","0.11111111111111111111","5.333333333333333"
"Panasonic KX TS208W Corded phone","32","6","0.12061068702290076336","5.333333333333333"
"Iris 3-Drawer Stacking Bin, Black","16","3","-0.15294117647058823529","5.333333333333333"
"Nu-Dell Oak Frame","16","3","0.23380281690140845070","5.333333333333333"
"Xerox 198","16","3","0.44210526315789473684","5.333333333333333"
"Global Chrome Stack Chair","32","6","0.01848739495798319328","5.333333333333333"
"Xerox 1960","32","6","0.38028169014084507042","5.333333333333333"
"Logitech Wireless Headset h800","32","6","0.25714285714285714286","5.333333333333333"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","43","8","0.05870646766169154229","5.375"
"Xerox 1894","27","5","0.46412213740458015267","5.4"
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","27","5","0.27727272727272727273","5.4"
"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","27","5","-0.29000000000000000000","5.4"
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","38","7","0.28996539792387543253","5.428571428571429"
"OIC Binder Clips","38","7","0.46927374301675977654","5.428571428571429"
"Hon 4-Shelf Metal Bookcases","22","4","-0.13013698630136986301","5.5"
"Avery Durable Poly Binders","33","6","-0.18800000000000000000","5.5"
"Eldon 200 Class Desk Accessories, Smoke","22","4","0.42000000000000000000","5.5"
"Rediform Voice Mail Log Books","11","2","0.41632653061224489796","5.5"
"KI Conference Tables","44","8","-0.22384105960264900662","5.5"
"Newell 321","22","4","0.21900000000000000000","5.5"
"Electrix Fluorescent Magnifier Lamps & Weighted Base","11","2","0.15744680851063829787","5.5"
"3D Systems Cube Printer, 2nd Generation, Magenta","11","2","0.26000000000000000000","5.5"
"4009 Highlighters by Sanford","44","8","0.31441860465116279070","5.5"
"Newell 316","11","2","0.17500000000000000000","5.5"
"Sanford Colorific Scented Colored Pencils, 12/Pack","11","2","0.31000000000000000000","5.5"
"Durable Pressboard Binders","11","2","0.40510204081632653061","5.5"
"TOPS Money Receipt Book, Consecutively Numbered in Red,","11","2","0.45000000000000000000","5.5"
"Ativa V4110MDD Micro-Cut Shredder","11","2","0.49000000000000000000","5.5"
"Ativa MDM8000 8-Sheet Micro-Cut Shredder","11","2","0.42843137254901960784","5.5"
"Standard Line While You Were Out Hardbound Telephone Message Book","11","2","0.38125000000000000000","5.5"
"Hon Olson Stacker Chairs","22","4","0.23804878048780487805","5.5"
"Hon Pagoda Stacking Chairs","22","4","0.23762376237623762376","5.5"
"Southworth 25% Cotton Premium Laser Paper and Envelopes","28","5","0.44848484848484848485","5.6"
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","28","5","0.37894736842105263158","5.6"
"Xerox 1945","45","8","0.44565217391304347826","5.625"
"Eldon Shelf Savers Cubes and Bins","45","8","-0.02558139534883720930","5.625"
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","17","3","0.41493506493506493506","5.666666666666667"
"Xerox 1963","17","3","0.35958904109589041096","5.666666666666667"
"Newell 325","34","6","0.23225806451612903226","5.666666666666667"
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","17","3","0.45000000000000000000","5.666666666666667"
"Deflect-O Glasstique Clear Desk Accessories","17","3","0.29691358024691358025","5.666666666666667"
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad","17","3","0.45060975609756097561","5.666666666666667"
"Avery 506","17","3","0.42625000000000000000","5.666666666666667"
"Fellowes Powershred HS-440 4-Sheet High Security Shredder","17","3","0.42987804878048780488","5.666666666666667"
"Seth Thomas 12"" Clock w/ Goldtone Case","17","3","0.34000000000000000000","5.666666666666667"
"Eldon Imàge Series Desk Accessories, Clear","17","3","0.11909090909090909091","5.666666666666667"
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","34","6","0.44805194805194805195","5.666666666666667"
"SlimView Poly Binder, 3/8""","40","7","0.04845814977973568282","5.714285714285714"
"Acme Softgrip Scissors","23","4","0.19950980392156862745","5.75"
"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","23","4","0.35159574468085106383","5.75"
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","23","4","-0.00256410256410256410","5.75"
"Steel Personal Filing/Posting Tote","29","5","0.19810606060606060606","5.8"
"Hon Non-Folding Utility Tables","29","5","0.14345991561181434599","5.8"
"Xerox 209","29","5","0.48000000000000000000","5.8"
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","29","5","0.23740740740740740741","5.8"
"Stanley Contemporary Battery Pencil Sharpeners","24","4","0.21454545454545454545","6"
"Xerox 197","18","3","0.38888888888888888889","6"
"Laminate Occasional Tables","18","3","-0.09852941176470588235","6"
"Avanti 1.7 Cu. Ft. Refrigerator","24","4","0.21454545454545454545","6"
"Zebra GK420t Direct Thermal/Thermal Transfer Printer","6","1","-1.3333333333333333","6"
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","18","3","0.28000000000000000000","6"
"Maxell Pro 80 Minute CD-R, 10/Pack","24","4","0.32710280373831775701","6"
"Maxell DVD-RAM Discs","18","3","0.43000000000000000000","6"
"Ibico Recycled Linen-Style Covers","24","4","0.35000000000000000000","6"
"4009 Highlighters","6","1","0.34000000000000000000","6"
"Xerox 205","24","4","0.46206896551724137931","6"
"Hon Multipurpose Stacking Arm Chairs","36","6","0.12368421052631578947","6"
"Fellowes Personal Hanging Folder Files, Navy","24","4","0.18490566037735849057","6"
"Cisco TelePresence System EX90 Videoconferencing Unit","6","1","-0.08000000000000000000","6"
"GBC Therma-A-Bind 250T Electric Binding System","12","2","0.35000000000000000000","6"
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","30","5","0.46000000000000000000","6"
"Nu-Dell Leatherette Frames","18","3","0.33023255813953488372","6"
"Avery 481","30","5","0.47297297297297297297","6"
"Hon Metal Bookcases, Gray","12","2","0.27000000000000000000","6"
"Eldon 200 Class Desk Accessories, Black","12","2","0.38000000000000000000","6"
"Hon 94000 Series Round Tables","30","5","-0.09200000000000000000","6"
"Hon Metal Bookcases, Black","30","5","-0.01717902350813743219","6"
"Sony Micro Vault Click 4 GB USB 2.0 Flash Drive","18","3","0.14000000000000000000","6"
"Iceberg Mobile Mega Data/Printer Cart ","49","8","0.24142259414225941423","6.125"
"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","31","5","0.08192307692307692308","6.2"
"Logitech diNovo Edge Keyboard","31","5","0.19358108108108108108","6.2"
"Fellowes Binding Cases","31","5","0.26508620689655172414","6.2"
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","25","4","0.43965517241379310345","6.25"
"OIC Colored Binder Clips, Assorted Sizes","44","7","0.42461538461538461538","6.285714285714286"
"Global Stack Chair without Arms, Black","44","7","0.04899135446685878963","6.285714285714286"
"Lock-Up Easel 'Spel-Binder'","44","7","0.05587044534412955466","6.285714285714286"
"Avery 485","51","8","0.47000000000000000000","6.375"
"Avery 512","32","5","0.41917808219178082192","6.4"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","32","5","0.21212121212121212121","6.4"
"Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","13","2","0.10491803278688524590","6.5"
"DXL Angle-View Binders with Locking Rings, Black","26","4","0.33750000000000000000","6.5"
"Memorex Micro Travel Drive 16 GB","39","6","0.22672413793103448276","6.5"
"Xerox 1928","26","4","0.39406779661016949153","6.5"
"Samsung Galaxy Mega 6.3","39","6","0.13072289156626506024","6.5"
"Nu-Dell Executive Frame","39","6","0.24166666666666666667","6.5"
"Macally Suction Cup Mount","26","4","-0.11111111111111111111","6.5"
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","13","2","0.38305084745762711864","6.5"
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","13","2","0.36160714285714285714","6.5"
"Round Specialty Laser Printer Labels","39","6","0.38482142857142857143","6.5"
"Safco Chair Connectors, 6/Carton","26","4","0.19388646288209606987","6.5"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","33","5","0.20985915492957746479","6.6"
"Alliance Super-Size Bands, Assorted Sizes","27","4","-0.05236220472440944882","6.75"
"PureGear Roll-On Screen Protector","34","5","0.38181818181818181818","6.8"
"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","14","2","0.18800000000000000000","7"
"Samsung Galaxy Note 2","14","2","-0.02857142857142857143","7"
"Howard Miller 12"" Round Wall Clock","14","2","0.26557377049180327869","7"
"Xerox WorkCentre 6505DN Laser Multifunction Printer","7","1","-0.10000000000000000000","7"
"HP Office Paper (20Lb. and 87 Bright)","14","2","0.44000000000000000000","7"
"White GlueTop Scratch Pads","14","2","0.39032258064516129032","7"
"Xerox 1938","7","1","0.35000000000000000000","7"
"Fellowes Presentation Covers for Comb Binding Machines","14","2","0.16304347826086956522","7"
"iOttie XL Car Mount","14","2","-0.22500000000000000000","7"
"Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive","14","2","0.39000000000000000000","7"
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","14","2","0.26666666666666666667","7"
"Personal Creations Ink Jet Cards and Labels","28","4","0.49000000000000000000","7"
"Xerox 1926","7","1","0.47000000000000000000","7"
"Microsoft Natural Keyboard Elite","29","4","0.01400000000000000000","7.25"
"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive","45","6","0.39000000000000000000","7.5"
"Eldon Expressions Mahogany Wood Desk Collection","15","2","0.25000000000000000000","7.5"
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","8","1","0.10000000000000000000","8"
"Sauder Camden County Collection Library","16","2","-0.07563025210084033613","8"
"Konica Minolta magicolor 1690MF Multifunction Printer","8","1","0.37000000000000000000","8"
"Plantronics HL10 Handset Lifter","24","3","0.11250000000000000000","8"
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection","8","1","0.26000000000000000000","8"
"Xerox 1956","16","2","0.45600000000000000000","8"
"Cisco SPA525G2 5-Line IP Phone","8","1","0.47000000000000000000","8"
"Cisco 9971 IP Video Phone Charcoal","16","2","0.10927835051546391753","8"
"Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer","8","1","0.48000000000000000000","8"
"Electrix Architect's Clamp-On Swing Arm Lamp, Black","33","4","0.21900000000000000000","8.25"
"Xerox 1964","33","4","0.43607594936708860759","8.25"
"Bush Birmingham Collection Bookcase, Dark Cherry","9","1","-0.14285714285714285714","9"
"Panasonic KX MB2061 Multifunction Printer","10","1","0.07500000000000000000","10"
